founder,replicate,day,cfuml,percent_large,percent_small,percent_total,frac_large,frac_small,num_large,num_small
delEGEG,2,54,2800000000,98.57142857,1.428571429,100,0.985714286,0.014285714,2760000000,40000000
SBW25,3,54,2648000000,99.39577039,0.604229607,100,0.993957704,0.006042296,2632000000,16000000
SBW25,4,54,3160000000,98.98734177,1.012658228,100,0.989873418,0.010126582,3128000000,32000000
delserCGA,3,54,2480000000,99.67741935,0.322580645,100,0.996774194,0.003225806,2472000000,8000000
delserCGA,4,54,2328000000,99.65635739,0.343642612,100,0.996563574,0.003436426,2320000000,8000000
delEGEG,3,54,2072000000,98.84169884,1.158301158,100,0.988416988,0.011583012,2048000000,24000000
delEGEG,4,54,2576000000,98.75776398,1.242236025,100,0.98757764,0.01242236,2544000000,32000000
SBW25,1,55,2520000000,99.68253968,0.317460317,100,0.996825397,0.003174603,2512000000,8000000
SBW25,2,55,2088000000,100,0,100,1,0,2088000000,0
delserCGA,1,55,1696000000,99.05660377,0.943396226,100,0.990566038,0.009433962,1680000000,16000000
delserCGA,2,55,2304000000,99.30555556,0.694444444,100,0.993055556,0.006944444,2288000000,16000000
delEGEG,1,55,1664000000,99.03846154,0.961538462,100,0.990384615,0.009615385,1648000000,16000000
delEGEG,2,55,1968000000,99.18699187,0.81300813,100,0.991869919,0.008130081,1952000000,16000000
SBW25,3,55,2216000000,100,0,100,1,0,2216000000,0
SBW25,4,55,2464000000,100,0,100,1,0,2464000000,0
delserCGA,3,55,2504000000,100,0,100,1,0,2504000000,0
delserCGA,4,55,2080000000,99.61538462,0.384615385,100,0.996153846,0.003846154,2072000000,8000000
delEGEG,3,55,2072000000,98.06949807,1.930501931,100,0.980694981,0.019305019,2032000000,40000000
delEGEG,4,55,1784000000,99.10313901,0.896860987,100,0.99103139,0.00896861,1768000000,16000000
SBW25,1,59,3224000000,100,0,100,1,0,3224000000,0
SBW25,2,59,2400000000,100,0,100,1,0,2400000000,0
delserCGA,1,59,1080000000,99.25925926,0.740740741,100,0.992592593,0.007407407,1072000000,8000000
delserCGA,2,59,2016000000,100,0,100,1,0,2016000000,0
delEGEG,1,59,1080000000,100,0,100,1,0,1080000000,0
delEGEG,2,59,960000000,100,0,100,1,0,960000000,0
SBW25,3,59,1696000000,99.52830189,0.471698113,100,0.995283019,0.004716981,1688000000,8000000
SBW25,4,59,1888000000,100,0,100,1,0,1888000000,0
delserCGA,3,59,1744000000,100,0,100,1,0,1744000000,0
delserCGA,4,59,1328000000,100,0,100,1,0,1328000000,0
delEGEG,3,59,1072000000,98.50746269,1.492537313,100,0.985074627,0.014925373,1056000000,16000000
delEGEG,4,59,1800000000,99.55555556,0.444444444,100,0.995555556,0.004444444,1792000000,8000000
SBW25,1,60,2008000000,100,0,100,1,0,2008000000,0
SBW25,2,60,2432000000,100,0,100,1,0,2432000000,0
delserCGA,1,60,1640000000,99.51219512,0.487804878,100,0.995121951,0.004878049,1632000000,8000000
delserCGA,2,60,1632000000,99.01960784,0.980392157,100,0.990196078,0.009803922,1616000000,16000000
delEGEG,1,60,1600000000,99,1,100,0.99,0.01,1584000000,16000000
delEGEG,2,60,1472000000,100,0,100,1,0,1472000000,0
SBW25,3,60,2520000000,99.36507937,0.634920635,100,0.993650794,0.006349206,2504000000,16000000
SBW25,4,60,2584000000,100,0,100,1,0,2584000000,0
delserCGA,3,60,1816000000,100,0,100,1,0,1816000000,0
delserCGA,4,60,1768000000,99.54751131,0.452488688,100,0.995475113,0.004524887,1760000000,8000000
delEGEG,3,60,1560000000,99.48717949,0.512820513,100,0.994871795,0.005128205,1552000000,8000000
delEGEG,4,60,1192000000,95.97315436,4.026845638,100,0.959731544,0.040268456,1144000000,48000000
SBW25,1,62,3136000000,99.74489796,0.255102041,100,0.99744898,0.00255102,3128000000,8000000
SBW25,2,62,3296000000,100,0,100,1,0,3296000000,0
delserCGA,1,62,2216000000,97.83393502,2.166064982,100,0.97833935,0.02166065,2168000000,48000000
delserCGA,2,62,2472000000,99.35275081,0.647249191,100,0.993527508,0.006472492,2456000000,16000000
delEGEG,1,62,2208000000,99.27536232,0.724637681,100,0.992753623,0.007246377,2192000000,16000000
delEGEG,2,62,2456000000,98.04560261,1.954397394,100,0.980456026,0.019543974,2408000000,48000000
SBW25,3,62,2936000000,100,0,100,1,0,2936000000,0
SBW25,4,62,3016000000,100,0,100,1,0,3016000000,0
delserCGA,3,62,2573333333,99.48186528,0.518134715,100,0.994818653,0.005181347,2560000000,13333333.33
delserCGA,4,62,2168000000,98.89298893,1.10701107,100,0.988929889,0.011070111,2144000000,24000000
delEGEG,3,62,1904000000,97.89915966,2.100840336,100,0.978991597,0.021008403,1864000000,40000000
delEGEG,4,62,2088000000,99.23371648,0.766283525,100,0.992337165,0.007662835,2072000000,16000000
SBW25,1,66,1272000000,100,0,100,1,0,1272000000,0
SBW25,2,66,1600000000,100,0,100,1,0,1600000000,0
delserCGA,1,66,1408000000,98.29545455,1.704545455,100,0.982954545,0.017045455,1384000000,24000000
delserCGA,2,66,1440000000,99.44444444,0.555555556,100,0.994444444,0.005555556,1432000000,8000000
delEGEG,1,66,1920000000,97.91666667,2.083333333,100,0.979166667,0.020833333,1880000000,40000000
delEGEG,2,66,1816000000,99.55947137,0.440528634,100,0.995594714,0.004405286,1808000000,8000000
SBW25,3,66,1648000000,100,0,100,1,0,1648000000,0
SBW25,4,66,1896000000,100,0,100,1,0,1896000000,0
delserCGA,3,66,2040000000,99.21568627,0.784313725,100,0.992156863,0.007843137,2024000000,16000000
delserCGA,4,66,1408000000,98.86363636,1.136363636,100,0.988636364,0.011363636,1392000000,16000000
delEGEG,3,66,2016000000,100,0,100,1,0,2016000000,0
delEGEG,4,66,2448000000,98.03921569,1.960784314,100,0.980392157,0.019607843,2400000000,48000000
SBW25,1,67,1872000000,100,0,100,1,0,1872000000,0
SBW25,2,67,2176000000,100,0,100,1,0,2176000000,0
delserCGA,1,67,2224000000,98.20143885,1.798561151,100,0.982014388,0.017985612,2184000000,40000000
delserCGA,2,67,1968000000,99.18699187,0.81300813,100,0.991869919,0.008130081,1952000000,16000000
delEGEG,1,67,2000000000,99.2,0.8,100,0.992,0.008,1984000000,16000000
delEGEG,2,67,2112000000,99.24242424,0.757575758,100,0.992424242,0.007575758,2096000000,16000000
SBW25,3,67,2360000000,100,0,100,1,0,2360000000,0
SBW25,4,67,2360000000,100,0,100,1,0,2360000000,0
delserCGA,3,67,2560000000,99.6875,0.3125,100,0.996875,0.003125,2552000000,8000000
delserCGA,4,67,2336000000,99.65753425,0.342465753,100,0.996575342,0.003424658,2328000000,8000000
delEGEG,3,67,2120000000,98.11320755,1.886792453,100,0.981132075,0.018867925,2080000000,40000000
delEGEG,4,67,2376000000,99.32659933,0.673400673,100,0.993265993,0.006734007,2360000000,16000000
SBW25,1,69,2680000000,100,0,100,1,0,2680000000,0
SBW25,2,69,2096000000,100,0,100,1,0,2096000000,0
delserCGA,1,69,1392000000,98.85057471,1.149425287,100,0.988505747,0.011494253,1376000000,16000000
delserCGA,2,69,1928000000,99.17012448,0.829875519,100,0.991701245,0.008298755,1912000000,16000000
delEGEG,1,69,3128000000,98.46547315,1.534526854,100,0.984654731,0.015345269,3080000000,48000000
delEGEG,2,69,2464000000,99.35064935,0.649350649,100,0.993506494,0.006493506,2448000000,16000000
SBW25,3,69,3016000000,100,0,100,1,0,3016000000,0
SBW25,4,69,2840000000,100,0,100,1,0,2840000000,0
delserCGA,3,69,2552000000,99.68652038,0.313479624,100,0.996865204,0.003134796,2544000000,8000000
delserCGA,4,69,2392000000,98.66220736,1.337792642,100,0.986622074,0.013377926,2360000000,32000000
delEGEG,3,69,2560000000,98.75,1.25,100,0.9875,0.0125,2528000000,32000000
delEGEG,4,69,2616000000,99.08256881,0.917431193,100,0.990825688,0.009174312,2592000000,24000000
SBW25,1,73,2184000000,100,0,100,1,0,2184000000,0
SBW25,2,73,2112000000,100,0,100,1,0,2112000000,0
delserCGA,1,73,2000000000,98.8,1.2,100,0.988,0.012,1976000000,24000000
delserCGA,2,73,1744000000,97.70642202,2.293577982,100,0.97706422,0.02293578,1704000000,40000000
delEGEG,1,73,1984000000,99.19354839,0.806451613,100,0.991935484,0.008064516,1968000000,16000000
delEGEG,2,73,2024000000,99.20948617,0.790513834,100,0.992094862,0.007905138,2008000000,16000000
SBW25,3,73,2168000000,100,0,100,1,0,2168000000,0
SBW25,4,73,2384000000,100,0,100,1,0,2384000000,0
delserCGA,3,73,2328000000,100,0,100,1,0,2328000000,0
delserCGA,4,73,1784000000,99.10313901,0.896860987,100,0.99103139,0.00896861,1768000000,16000000
delEGEG,3,73,2144000000,99.25373134,0.746268657,100,0.992537313,0.007462687,2128000000,16000000
delEGEG,4,73,2600000000,98.76923077,1.230769231,100,0.987692308,0.012307692,2568000000,32000000
SBW25,1,74,2336000000,100,0,100,1,0,2336000000,0
SBW25,2,74,1928000000,100,0,100,1,0,1928000000,0
delserCGA,1,74,1600000000,99,1,100,0.99,0.01,1584000000,16000000
delserCGA,2,74,1464000000,100,0,100,1,0,1464000000,0
delEGEG,1,74,1560000000,98.97435897,1.025641026,100,0.98974359,0.01025641,1544000000,16000000
delEGEG,2,74,1848000000,100,0,100,1,0,1848000000,0
SBW25,3,74,1968000000,100,0,100,1,0,1968000000,0
SBW25,4,74,1648000000,100,0,100,1,0,1648000000,0
delserCGA,3,74,2048000000,100,0,100,1,0,2048000000,0
delserCGA,4,74,1336000000,100,0,100,1,0,1336000000,0
delEGEG,3,74,2096000000,98.47328244,1.526717557,100,0.984732824,0.015267176,2064000000,32000000
delEGEG,4,74,1848000000,96.53679654,3.463203463,100,0.965367965,0.034632035,1784000000,64000000
SBW25,1,76,2664000000,100,0,100,1,0,2664000000,0
SBW25,2,76,2176000000,100,0,100,1,0,2176000000,0
delserCGA,1,76,1872000000,98.71794872,1.282051282,100,0.987179487,0.012820513,1848000000,24000000
delserCGA,2,76,2040000000,98.82352941,1.176470588,100,0.988235294,0.011764706,2016000000,24000000
delEGEG,1,76,2824000000,98.30028329,1.699716714,100,0.983002833,0.016997167,2776000000,48000000
delEGEG,2,76,2936000000,100,0,100,1,0,2936000000,0
SBW25,3,76,2448000000,100,0,100,1,0,2448000000,0
SBW25,4,76,2440000000,100,0,100,1,0,2440000000,0
delserCGA,3,76,2360000000,98.6440678,1.355932203,100,0.986440678,0.013559322,2328000000,32000000
delserCGA,4,76,2000000000,99.6,0.4,100,0.996,0.004,1992000000,8000000
delEGEG,3,76,2200000000,98.54545455,1.454545455,100,0.985454545,0.014545455,2168000000,32000000
delEGEG,4,76,2584000000,99.38080495,0.619195046,100,0.99380805,0.00619195,2568000000,16000000
SBW25,1,80,2168000000,100,0,100,1,0,2168000000,0
SBW25,2,80,2248000000,100,0,100,1,0,2248000000,0
delserCGA,1,80,2376000000,98.65319865,1.346801347,100,0.986531987,0.013468013,2344000000,32000000
delserCGA,2,80,1792000000,99.55357143,0.446428571,100,0.995535714,0.004464286,1784000000,8000000
delEGEG,1,80,2408000000,98.00664452,1.993355482,100,0.980066445,0.019933555,2360000000,48000000
delEGEG,2,80,2696000000,99.40652819,0.59347181,100,0.994065282,0.005934718,2680000000,16000000
SBW25,3,80,2392000000,100,0,100,1,0,2392000000,0
SBW25,4,80,2488000000,100,0,100,1,0,2488000000,0
delserCGA,3,80,2448000000,99.67320261,0.326797386,100,0.996732026,0.003267974,2440000000,8000000
delserCGA,4,80,2008000000,99.60159363,0.398406375,100,0.996015936,0.003984064,2000000000,8000000
delEGEG,3,80,2800000000,98.28571429,1.714285714,100,0.982857143,0.017142857,2752000000,48000000
delEGEG,4,80,2712000000,98.2300885,1.769911504,100,0.982300885,0.017699115,2664000000,48000000
SBW25,1,81,2696000000,100,0,100,1,0,2696000000,0
SBW25,2,81,2792000000,100,0,100,1,0,2792000000,0
delserCGA,1,81,2080000000,98.84615385,1.153846154,100,0.988461538,0.011538462,2056000000,24000000
delserCGA,2,81,1360000000,99.41176471,0.588235294,100,0.994117647,0.005882353,1352000000,8000000
delEGEG,1,81,2816000000,98.57954545,1.420454545,100,0.985795455,0.014204545,2776000000,40000000
delEGEG,2,81,2824000000,100,0,100,1,0,2824000000,0
SBW25,3,81,2424000000,100,0,100,1,0,2424000000,0
SBW25,4,81,2432000000,100,0,100,1,0,2432000000,0
delserCGA,3,81,1912000000,100,0,100,1,0,1912000000,0
delserCGA,4,81,1896000000,100,0,100,1,0,1896000000,0
delEGEG,3,81,2264000000,97.52650177,2.473498233,100,0.975265018,0.024734982,2208000000,56000000
delEGEG,4,81,1592000000,97.98994975,2.010050251,100,0.979899497,0.020100503,1560000000,32000000
SBW25,1,84,2072000000,100,0,100,1,0,2072000000,0
SBW25,2,84,2192000000,100,0,100,1,0,2192000000,0
delserCGA,1,84,2056000000,98.05447471,1.945525292,100,0.980544747,0.019455253,2016000000,40000000
delserCGA,2,84,1976000000,99.1902834,0.809716599,100,0.991902834,0.008097166,1960000000,16000000
delEGEG,1,84,1992000000,96.78714859,3.212851406,100,0.967871486,0.032128514,1928000000,64000000
delEGEG,2,84,2152000000,100,0,100,1,0,2152000000,0
SBW25,3,84,2504000000,100,0,100,1,0,2504000000,0
SBW25,4,84,2392000000,100,0,100,1,0,2392000000,0
delserCGA,3,84,2608000000,100,0,100,1,0,2608000000,0
delserCGA,4,84,1960000000,99.18367347,0.816326531,100,0.991836735,0.008163265,1944000000,16000000
delEGEG,3,84,1880000000,100,0,100,1,0,1880000000,0
delEGEG,4,84,2440000000,97.37704918,2.62295082,100,0.973770492,0.026229508,2376000000,64000000
SBW25,1,85,2560000000,100,0,100,1,0,2560000000,0
SBW25,2,85,2544000000,100,0,100,1,0,2544000000,0
delserCGA,1,85,1976000000,98.3805668,1.619433198,100,0.983805668,0.016194332,1944000000,32000000
delserCGA,2,85,2072000000,98.45559846,1.544401544,100,0.984555985,0.015444015,2040000000,32000000
delEGEG,1,85,2544000000,98.74213836,1.257861635,100,0.987421384,0.012578616,2512000000,32000000
delEGEG,2,85,2216000000,100,0,100,1,0,2216000000,0
SBW25,3,85,2384000000,100,0,100,1,0,2384000000,0
SBW25,4,85,2688000000,100,0,100,1,0,2688000000,0
delserCGA,3,85,1784000000,99.10313901,0.896860987,100,0.99103139,0.00896861,1768000000,16000000
delserCGA,4,85,1944000000,99.17695473,0.823045267,100,0.991769547,0.008230453,1928000000,16000000
delEGEG,3,85,1568000000,98.46938776,1.530612245,100,0.984693878,0.015306122,1544000000,24000000
delEGEG,4,85,1272000000,99.37106918,0.628930818,100,0.993710692,0.006289308,1264000000,8000000
SBW25,1,88,2928000000,100,0,100,1,0,2928000000,0
SBW25,2,88,2360000000,100,0,100,1,0,2360000000,0
delserCGA,1,88,2256000000,98.93617021,1.063829787,100,0.989361702,0.010638298,2232000000,24000000
delserCGA,2,88,2408000000,99.66777409,0.332225914,100,0.996677741,0.003322259,2400000000,8000000
delEGEG,1,88,2880000000,98.05555556,1.944444444,100,0.980555556,0.019444444,2824000000,56000000
delEGEG,2,88,2664000000,100,0,100,1,0,2664000000,0
SBW25,3,88,3032000000,100,0,100,1,0,3032000000,0
SBW25,4,88,2800000000,100,0,100,1,0,2800000000,0
delserCGA,3,88,2608000000,100,0,100,1,0,2608000000,0
delserCGA,4,88,2200000000,99.63636364,0.363636364,100,0.996363636,0.003636364,2192000000,8000000
delEGEG,3,88,2096000000,98.09160305,1.908396947,100,0.980916031,0.019083969,2056000000,40000000
delEGEG,4,88,2448000000,97.7124183,2.287581699,100,0.977124183,0.022875817,2392000000,56000000
SBW25,1,92,2520000000,100,0,100,1,0,2520000000,0
SBW25,2,92,2128000000,100,0,100,1,0,2128000000,0
delserCGA,1,92,2288000000,98.25174825,1.748251748,100,0.982517483,0.017482517,2248000000,40000000
delserCGA,2,92,1896000000,98.73417722,1.265822785,100,0.987341772,0.012658228,1872000000,24000000
delEGEG,1,92,1488000000,98.92473118,1.075268817,100,0.989247312,0.010752688,1472000000,16000000
delEGEG,2,92,2080000000,99.61538462,0.384615385,100,0.996153846,0.003846154,2072000000,8000000
SBW25,3,92,2312000000,100,0,100,1,0,2312000000,0
SBW25,4,92,2392000000,100,0,100,1,0,2392000000,0
delserCGA,3,92,2688000000,98.51190476,1.488095238,100,0.985119048,0.014880952,2648000000,40000000
delserCGA,4,92,2048000000,99.21875,0.78125,100,0.9921875,0.0078125,2032000000,16000000
delEGEG,3,92,2056000000,97.27626459,2.723735409,100,0.972762646,0.027237354,2000000000,56000000
delEGEG,4,92,2216000000,98.19494585,1.805054152,100,0.981949458,0.018050542,2176000000,40000000
SBW25,1,95,2448000000,100,0,100,1,0,2448000000,0
SBW25,2,95,1832000000,100,0,100,1,0,1832000000,0
delserCGA,1,95,1992000000,96.78714859,3.212851406,100,0.967871486,0.032128514,1928000000,64000000
delserCGA,2,95,2088000000,98.85057471,1.149425287,100,0.988505747,0.011494253,2064000000,24000000
delEGEG,1,95,2352000000,98.63945578,1.360544218,100,0.986394558,0.013605442,2320000000,32000000
delEGEG,2,95,2592000000,99.69135802,0.308641975,100,0.99691358,0.00308642,2584000000,8000000
SBW25,3,95,2392000000,100,0,100,1,0,2392000000,0
SBW25,4,95,2712000000,100,0,100,1,0,2712000000,0
delserCGA,3,95,2472000000,99.35275081,0.647249191,100,0.993527508,0.006472492,2456000000,16000000
delserCGA,4,95,2272000000,99.29577465,0.704225352,100,0.992957746,0.007042254,2256000000,16000000
delEGEG,3,95,2360000000,98.30508475,1.694915254,100,0.983050847,0.016949153,2320000000,40000000
delEGEG,4,95,2208000000,97.82608696,2.173913043,100,0.97826087,0.02173913,2160000000,48000000
SBW25,1,100,2224000000,100,0,100,1,0,2224000000,0
SBW25,2,100,2000000000,100,0,100,1,0,2000000000,0
delserCGA,1,100,1456000000,97.8021978,2.197802198,100,0.978021978,0.021978022,1424000000,32000000
delserCGA,2,100,1632000000,98.03921569,1.960784314,100,0.980392157,0.019607843,1600000000,32000000
delEGEG,1,100,2008000000,98.80478088,1.195219124,100,0.988047809,0.011952191,1984000000,24000000
delEGEG,2,100,1952000000,99.59016393,0.409836066,100,0.995901639,0.004098361,1944000000,8000000
SBW25,3,100,2040000000,100,0,100,1,0,2040000000,0
SBW25,4,100,1920000000,100,0,100,1,0,1920000000,0
delserCGA,3,100,1248000000,99.35897436,0.641025641,100,0.993589744,0.006410256,1240000000,8000000
delserCGA,4,100,1288000000,99.37888199,0.621118012,100,0.99378882,0.00621118,1280000000,8000000
delEGEG,3,100,1464000000,98.36065574,1.639344262,100,0.983606557,0.016393443,1440000000,24000000
delEGEG,4,100,1792000000,99.10714286,0.892857143,100,0.991071429,0.008928571,1776000000,16000000